patient	cluster	entrez	gene	source	subtype	id	name
NP16	0	7337	UBE3A	go	BP	GO:0070936	protein K48-linked ubiquitination
NP16	0	7337	UBE3A	go	BP	GO:2000058	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
NP11	0	7373	COL14A1	go	BP	GO:0016337	single organismal cell-cell adhesion
NP11	0	7373	COL14A1	go	BP	GO:0030198	extracellular matrix organization
NP11	0	7373	COL14A1	go	BP	GO:0030199	collagen fibril organization
NP16	0	7409	VAV1	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP16	0	7409	VAV1	go	BP	GO:0006955	immune response
NP16	0	7409	VAV1	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP16	0	7409	VAV1	go	BP	GO:0007229	integrin-mediated signaling pathway
NP16	0	7409	VAV1	go	BP	GO:0007264	small GTPase mediated signal transduction
NP16	0	7409	VAV1	go	BP	GO:0008361	regulation of cell size
NP16	0	7409	VAV1	go	BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
NP16	0	7409	VAV1	go	BP	GO:0030168	platelet activation
NP16	0	7409	VAV1	go	BP	GO:0030217	T cell differentiation
NP16	0	7409	VAV1	go	BP	GO:0030593	neutrophil chemotaxis
NP16	0	7409	VAV1	go	BP	GO:0031295	T cell costimulation
NP16	0	7409	VAV1	go	BP	GO:0035023	regulation of Rho protein signal transduction
NP16	0	7409	VAV1	go	BP	GO:0038095	Fc-epsilon receptor signaling pathway
NP16	0	7409	VAV1	go	BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis
NP16	0	7409	VAV1	go	BP	GO:0043065	positive regulation of apoptotic process
NP16	0	7409	VAV1	go	BP	GO:0043087	regulation of GTPase activity
NP16	0	7409	VAV1	go	BP	GO:0043547	positive regulation of GTPase activity
NP16	0	7409	VAV1	go	BP	GO:0045954	positive regulation of natural killer cell mediated cytotoxicity
NP16	0	7409	VAV1	go	BP	GO:0046854	phosphatidylinositol phosphorylation
NP16	0	7409	VAV1	go	BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway
NP16	0	7409	VAV1	go	BP	GO:0048015	phosphatidylinositol-mediated signaling
NP16	0	7409	VAV1	go	BP	GO:0051056	regulation of small GTPase mediated signal transduction
NP16	0	7409	VAV1	go	BP	GO:0072593	reactive oxygen species metabolic process
NP19	0	7436	VLDLR	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP19	0	7436	VLDLR	go	BP	GO:0006869	lipid transport
NP19	0	7436	VLDLR	go	BP	GO:0006898	receptor-mediated endocytosis
NP19	0	7436	VLDLR	go	BP	GO:0007165	signal transduction
NP19	0	7436	VLDLR	go	BP	GO:0007399	nervous system development
NP19	0	7436	VLDLR	go	BP	GO:0007613	memory
NP19	0	7436	VLDLR	go	BP	GO:0008203	cholesterol metabolic process
NP19	0	7436	VLDLR	go	BP	GO:0021517	ventral spinal cord development
NP19	0	7436	VLDLR	go	BP	GO:0034436	glycoprotein transport
NP19	0	7436	VLDLR	go	BP	GO:0034447	very-low-density lipoprotein particle clearance
NP19	0	7436	VLDLR	go	BP	GO:0038026	reelin-mediated signaling pathway
NP19	0	7436	VLDLR	go	BP	GO:0045860	positive regulation of protein kinase activity
NP19	0	7436	VLDLR	go	BP	GO:0048813	dendrite morphogenesis
NP19	0	7436	VLDLR	go	BP	GO:1900006	positive regulation of dendrite development
NP12	0	7448	VTN	go	BP	GO:0006898	receptor-mediated endocytosis
NP12	0	7448	VTN	go	BP	GO:0006955	immune response
NP12	0	7448	VTN	go	BP	GO:0007155	cell adhesion
NP12	0	7448	VTN	go	BP	GO:0007160	cell-matrix adhesion
NP12	0	7448	VTN	go	BP	GO:0010811	positive regulation of cell-substrate adhesion
NP12	0	7448	VTN	go	BP	GO:0010951	negative regulation of endopeptidase activity
NP12	0	7448	VTN	go	BP	GO:0014911	positive regulation of smooth muscle cell migration
NP12	0	7448	VTN	go	BP	GO:0030195	negative regulation of blood coagulation
NP12	0	7448	VTN	go	BP	GO:0030198	extracellular matrix organization
NP12	0	7448	VTN	go	BP	GO:0030449	regulation of complement activation
NP12	0	7448	VTN	go	BP	GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway
NP12	0	7448	VTN	go	BP	GO:0032092	positive regulation of protein binding
NP12	0	7448	VTN	go	BP	GO:0033627	cell adhesion mediated by integrin
NP12	0	7448	VTN	go	BP	GO:0035987	endodermal cell differentiation
NP12	0	7448	VTN	go	BP	GO:0048260	positive regulation of receptor-mediated endocytosis
NP12	0	7448	VTN	go	BP	GO:0048709	oligodendrocyte differentiation
NP12	0	7448	VTN	go	BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation
NP12	0	7448	VTN	go	BP	GO:0051258	protein polymerization
NP12	0	7448	VTN	go	BP	GO:0061302	smooth muscle cell-matrix adhesion
NP12	0	7448	VTN	go	BP	GO:0090303	positive regulation of wound healing
NP12	0	7448	VTN	go	BP	GO:0097421	liver regeneration
NP10	3	7511	XPNPEP1	go	BP	GO:0006508	proteolysis
NP10	3	7511	XPNPEP1	go	BP	GO:0010815	bradykinin catabolic process
NP12	0	7529	YWHAB	go	BP	GO:0000165	MAPK cascade
NP12	0	7529	YWHAB	go	BP	GO:0006605	protein targeting
NP12	0	7529	YWHAB	go	BP	GO:0016032	viral process
NP12	0	7529	YWHAB	go	BP	GO:0035308	negative regulation of protein dephosphorylation
NP12	0	7529	YWHAB	go	BP	GO:0035329	hippo signaling
NP12	0	7529	YWHAB	go	BP	GO:0043085	positive regulation of catalytic activity
NP12	0	7529	YWHAB	go	BP	GO:0043488	regulation of mRNA stability
NP12	0	7529	YWHAB	go	BP	GO:0045744	negative regulation of G-protein coupled receptor protein signaling pathway
NP12	0	7529	YWHAB	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
NP12	0	7529	YWHAB	go	BP	GO:0051220	cytoplasmic sequestering of protein
NP12	0	7529	YWHAB	go	BP	GO:0051291	protein heterooligomerization
NP12	0	7529	YWHAB	go	BP	GO:0061024	membrane organization
NP12	0	7529	YWHAB	go	BP	GO:0098609	cell-cell adhesion
NP12	0	7529	YWHAB	go	BP	GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
NP12	0	7562	ZNF708	go	BP	GO:0006351	transcription, DNA-templated
NP12	0	7562	ZNF708	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	7576	ZNF28	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	7576	ZNF28	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	7621	ZNF70	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	7621	ZNF70	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	7700	ZNF141	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	7700	ZNF141	go	BP	GO:0006366	transcription from RNA polymerase II promoter
NP11	0	7700	ZNF141	go	BP	GO:0009653	anatomical structure morphogenesis
NP11	0	7700	ZNF141	go	BP	GO:0035108	limb morphogenesis
NP19	0	7852	CXCR4	go	BP	GO:0000187	activation of MAPK activity
NP19	0	7852	CXCR4	go	BP	GO:0001666	response to hypoxia
NP19	0	7852	CXCR4	go	BP	GO:0002407	dendritic cell chemotaxis
NP19	0	7852	CXCR4	go	BP	GO:0006915	apoptotic process
NP19	0	7852	CXCR4	go	BP	GO:0006954	inflammatory response
NP19	0	7852	CXCR4	go	BP	GO:0007186	G-protein coupled receptor signaling pathway
NP19	0	7852	CXCR4	go	BP	GO:0007204	positive regulation of cytosolic calcium ion concentration
NP19	0	7852	CXCR4	go	BP	GO:0009615	response to virus
NP19	0	7852	CXCR4	go	BP	GO:0019064	fusion of virus membrane with host plasma membrane
NP19	0	7852	CXCR4	go	BP	GO:0019722	calcium-mediated signaling
NP19	0	7852	CXCR4	go	BP	GO:0030260	entry into host cell
NP19	0	7852	CXCR4	go	BP	GO:0030334	regulation of cell migration
NP19	0	7852	CXCR4	go	BP	GO:0043217	myelin maintenance
NP19	0	7852	CXCR4	go	BP	GO:0048714	positive regulation of oligodendrocyte differentiation
NP19	0	7852	CXCR4	go	BP	GO:0050920	regulation of chemotaxis
NP19	0	7852	CXCR4	go	BP	GO:0070098	chemokine-mediated signaling pathway
NP19	0	7852	CXCR4	go	BP	GO:0071345	cellular response to cytokine stimulus
NP11	0	7879	RAB7A	go	BP	GO:0006622	protein targeting to lysosome
NP11	0	7879	RAB7A	go	BP	GO:0006897	endocytosis
NP11	0	7879	RAB7A	go	BP	GO:0007174	epidermal growth factor catabolic process
NP11	0	7879	RAB7A	go	BP	GO:0007264	small GTPase mediated signal transduction
NP11	0	7879	RAB7A	go	BP	GO:0008333	endosome to lysosome transport
NP11	0	7879	RAB7A	go	BP	GO:0015031	protein transport
NP11	0	7879	RAB7A	go	BP	GO:0019076	viral release from host cell
NP11	0	7879	RAB7A	go	BP	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
NP11	0	7879	RAB7A	go	BP	GO:0022615	protein to membrane docking
NP11	0	7879	RAB7A	go	BP	GO:0042147	retrograde transport, endosome to Golgi
NP11	0	7879	RAB7A	go	BP	GO:0045022	early endosome to late endosome transport
NP11	0	7879	RAB7A	go	BP	GO:0045453	bone resorption
NP11	0	7879	RAB7A	go	BP	GO:0045732	positive regulation of protein catabolic process
NP11	0	7879	RAB7A	go	BP	GO:0048524	positive regulation of viral process
NP11	0	7879	RAB7A	go	BP	GO:0061724	lipophagy
NP11	0	7879	RAB7A	go	BP	GO:0090382	phagosome maturation
NP11	0	7879	RAB7A	go	BP	GO:0090383	phagosome acidification
NP11	0	7879	RAB7A	go	BP	GO:0090385	phagosome-lysosome fusion
NP11	0	7879	RAB7A	go	BP	GO:1902583	multi-organism intracellular transport
NP11	0	7879	RAB7A	go	BP	GO:1903543	positive regulation of exosomal secretion
NP11	0	7879	RAB7A	go	BP	GO:2000785	regulation of autophagosome assembly
NP19	0	7942	TFEB	go	BP	GO:0001892	embryonic placenta development
NP19	0	7942	TFEB	go	BP	GO:0002250	adaptive immune response
NP19	0	7942	TFEB	go	BP	GO:0006351	transcription, DNA-templated
NP19	0	7942	TFEB	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP19	0	7942	TFEB	go	BP	GO:0006914	autophagy
NP19	0	7942	TFEB	go	BP	GO:0006959	humoral immune response
NP19	0	7942	TFEB	go	BP	GO:0007040	lysosome organization
NP19	0	7942	TFEB	go	BP	GO:0010508	positive regulation of autophagy
NP19	0	7942	TFEB	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP19	0	8001	GLRA3	go	BP	GO:0007218	neuropeptide signaling pathway
NP19	0	8001	GLRA3	go	BP	GO:0034220	ion transmembrane transport
NP19	0	8001	GLRA3	go	BP	GO:0043200	response to amino acid
NP19	0	8001	GLRA3	go	BP	GO:0051260	protein homooligomerization
NP19	0	8001	GLRA3	go	BP	GO:0060012	synaptic transmission, glycinergic
NP19	0	8001	GLRA3	go	BP	GO:1902476	chloride transmembrane transport
NP11	0	8038	ADAM12	go	BP	GO:0006508	proteolysis
NP11	0	8038	ADAM12	go	BP	GO:0007155	cell adhesion
NP11	0	8038	ADAM12	go	BP	GO:0007520	myoblast fusion
NP16	0	8065	CUL5	go	BP	GO:0000082	G1/S transition of mitotic cell cycle
NP16	0	8065	CUL5	go	BP	GO:0007050	cell cycle arrest
NP16	0	8065	CUL5	go	BP	GO:0008283	cell proliferation
NP16	0	8065	CUL5	go	BP	GO:0008285	negative regulation of cell proliferation
NP16	0	8065	CUL5	go	BP	GO:0016032	viral process
NP16	0	8065	CUL5	go	BP	GO:0038128	ERBB2 signaling pathway
NP16	0	8065	CUL5	go	BP	GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
NP16	0	8065	CUL5	go	BP	GO:0070588	calcium ion transmembrane transport
NP16	0	8065	CUL5	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP19	0	8074	FGF23	go	BP	GO:0000165	MAPK cascade
NP19	0	8074	FGF23	go	BP	GO:0008543	fibroblast growth factor receptor signaling pathway
NP19	0	8074	FGF23	go	BP	GO:0010966	regulation of phosphate transport
NP19	0	8074	FGF23	go	BP	GO:0010980	positive regulation of vitamin D 24-hydroxylase activity
NP19	0	8074	FGF23	go	BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling
NP19	0	8074	FGF23	go	BP	GO:0018108	peptidyl-tyrosine phosphorylation
NP19	0	8074	FGF23	go	BP	GO:0030154	cell differentiation
NP19	0	8074	FGF23	go	BP	GO:0030502	negative regulation of bone mineralization
NP19	0	8074	FGF23	go	BP	GO:0030643	cellular phosphate ion homeostasis
NP19	0	8074	FGF23	go	BP	GO:0032026	response to magnesium ion
NP19	0	8074	FGF23	go	BP	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process
NP19	0	8074	FGF23	go	BP	GO:0042369	vitamin D catabolic process
NP19	0	8074	FGF23	go	BP	GO:0043547	positive regulation of GTPase activity
NP19	0	8074	FGF23	go	BP	GO:0044320	cellular response to leptin stimulus
NP19	0	8074	FGF23	go	BP	GO:0045668	negative regulation of osteoblast differentiation
NP19	0	8074	FGF23	go	BP	GO:0045893	positive regulation of transcription, DNA-templated
NP19	0	8074	FGF23	go	BP	GO:0046854	phosphatidylinositol phosphorylation
NP19	0	8074	FGF23	go	BP	GO:0046888	negative regulation of hormone secretion
NP19	0	8074	FGF23	go	BP	GO:0048015	phosphatidylinositol-mediated signaling
NP19	0	8074	FGF23	go	BP	GO:0055062	phosphate ion homeostasis
NP19	0	8074	FGF23	go	BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade
NP19	0	8074	FGF23	go	BP	GO:0071305	cellular response to vitamin D
NP19	0	8074	FGF23	go	BP	GO:0071354	cellular response to interleukin-6
NP19	0	8074	FGF23	go	BP	GO:0071374	cellular response to parathyroid hormone stimulus
NP19	0	8074	FGF23	go	BP	GO:0090080	positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway
NP19	0	8074	FGF23	go	BP	GO:1904383	response to sodium phosphate
NP11	0	8358	HIST1H3B	go	BP	GO:0000183	chromatin silencing at rDNA
NP11	0	8358	HIST1H3B	go	BP	GO:0006334	nucleosome assembly
NP11	0	8358	HIST1H3B	go	BP	GO:0006335	DNA replication-dependent nucleosome assembly
NP11	0	8358	HIST1H3B	go	BP	GO:0007596	blood coagulation
NP11	0	8358	HIST1H3B	go	BP	GO:0031047	gene silencing by RNA
NP11	0	8358	HIST1H3B	go	BP	GO:0032200	telomere organization
NP11	0	8358	HIST1H3B	go	BP	GO:0044267	cellular protein metabolic process
NP11	0	8358	HIST1H3B	go	BP	GO:0045814	negative regulation of gene expression, epigenetic
NP11	0	8358	HIST1H3B	go	BP	GO:0045815	positive regulation of gene expression, epigenetic
NP11	0	8358	HIST1H3B	go	BP	GO:0051290	protein heterotetramerization
NP11	0	8358	HIST1H3B	go	BP	GO:0060968	regulation of gene silencing
NP11	0	8358	HIST1H3B	go	BP	GO:0098609	cell-cell adhesion
NP11	0	8379	MAD1L1	go	BP	GO:0007062	sister chromatid cohesion
NP11	0	8379	MAD1L1	go	BP	GO:0007093	mitotic cell cycle checkpoint
NP11	0	8379	MAD1L1	go	BP	GO:0007094	mitotic spindle assembly checkpoint
NP11	0	8379	MAD1L1	go	BP	GO:0042130	negative regulation of T cell proliferation
NP11	0	8379	MAD1L1	go	BP	GO:0048538	thymus development
NP11	0	8379	MAD1L1	go	BP	GO:0051301	cell division
NP11	0	8379	MAD1L1	go	BP	GO:0051315	attachment of mitotic spindle microtubules to kinetochore
NP11	0	8379	MAD1L1	go	BP	GO:0090235	regulation of metaphase plate congression
NP11	0	8451	CUL4A	go	BP	GO:0000082	G1/S transition of mitotic cell cycle
NP11	0	8451	CUL4A	go	BP	GO:0000715	nucleotide-excision repair, DNA damage recognition
NP11	0	8451	CUL4A	go	BP	GO:0000717	nucleotide-excision repair, DNA duplex unwinding
NP11	0	8451	CUL4A	go	BP	GO:0001701	in utero embryonic development
NP11	0	8451	CUL4A	go	BP	GO:0006283	transcription-coupled nucleotide-excision repair
NP11	0	8451	CUL4A	go	BP	GO:0006293	nucleotide-excision repair, preincision complex stabilization
NP11	0	8451	CUL4A	go	BP	GO:0006294	nucleotide-excision repair, preincision complex assembly
NP11	0	8451	CUL4A	go	BP	GO:0006295	nucleotide-excision repair, DNA incision, 3'-to lesion
NP11	0	8451	CUL4A	go	BP	GO:0006296	nucleotide-excision repair, DNA incision, 5'-to lesion
NP11	0	8451	CUL4A	go	BP	GO:0006974	cellular response to DNA damage stimulus
NP11	0	8451	CUL4A	go	BP	GO:0007050	cell cycle arrest
NP11	0	8451	CUL4A	go	BP	GO:0008284	positive regulation of cell proliferation
NP11	0	8451	CUL4A	go	BP	GO:0008285	negative regulation of cell proliferation
NP11	0	8451	CUL4A	go	BP	GO:0016032	viral process
NP11	0	8451	CUL4A	go	BP	GO:0030097	hemopoiesis
NP11	0	8451	CUL4A	go	BP	GO:0030853	negative regulation of granulocyte differentiation
NP11	0	8451	CUL4A	go	BP	GO:0033683	nucleotide-excision repair, DNA incision
NP11	0	8451	CUL4A	go	BP	GO:0035019	somatic stem cell population maintenance
NP11	0	8451	CUL4A	go	BP	GO:0042769	DNA damage response, detection of DNA damage
NP11	0	8451	CUL4A	go	BP	GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process
NP11	0	8451	CUL4A	go	BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
NP11	0	8451	CUL4A	go	BP	GO:0051246	regulation of protein metabolic process
NP11	0	8451	CUL4A	go	BP	GO:0070911	global genome nucleotide-excision repair
NP11	0	8451	CUL4A	go	BP	GO:0097193	intrinsic apoptotic signaling pathway
NP11	0	8451	CUL4A	go	BP	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle
NP11	0	8451	CUL4A	go	BP	GO:2000001	regulation of DNA damage checkpoint
NP11	0	8451	CUL4A	go	BP	GO:2000819	regulation of nucleotide-excision repair
NP11	0	8463	TEAD2	go	BP	GO:0001570	vasculogenesis
NP11	0	8463	TEAD2	go	BP	GO:0001843	neural tube closure
NP11	0	8463	TEAD2	go	BP	GO:0003143	embryonic heart tube morphogenesis
NP11	0	8463	TEAD2	go	BP	GO:0006355	regulation of transcription, DNA-templated
NP11	0	8463	TEAD2	go	BP	GO:0006367	transcription initiation from RNA polymerase II promoter
NP11	0	8463	TEAD2	go	BP	GO:0030903	notochord development
NP11	0	8463	TEAD2	go	BP	GO:0035329	hippo signaling
NP11	0	8463	TEAD2	go	BP	GO:0045944	positive regulation of transcription from RNA polymerase II promoter
NP11	0	8463	TEAD2	go	BP	GO:0048339	paraxial mesoderm development
NP11	0	8463	TEAD2	go	BP	GO:0048368	lateral mesoderm development
NP11	0	8463	TEAD2	go	BP	GO:0060548	negative regulation of cell death
NP11	0	8463	TEAD2	go	BP	GO:0071300	cellular response to retinoic acid
NP11	0	8463	TEAD2	go	BP	GO:2000736	regulation of stem cell differentiation
NP16	0	8483	CILP	go	BP	GO:0043569	negative regulation of insulin-like growth factor receptor signaling pathway
NP16	0	8499	PPFIA2	go	BP	GO:0007160	cell-matrix adhesion
NP16	0	8499	PPFIA2	go	BP	GO:0007269	neurotransmitter secretion
NP16	0	8499	PPFIA2	go	BP	GO:0014047	glutamate secretion
NP16	0	8525	DGKZ	go	BP	GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway
NP16	0	8525	DGKZ	go	BP	GO:0016477	cell migration
NP16	0	8525	DGKZ	go	BP	GO:0030168	platelet activation
NP16	0	8525	DGKZ	go	BP	GO:0035556	intracellular signal transduction
NP16	0	8525	DGKZ	go	BP	GO:0046339	diacylglycerol metabolic process
NP16	0	8525	DGKZ	go	BP	GO:0046486	glycerolipid metabolic process
NP16	0	8525	DGKZ	go	BP	GO:0046834	lipid phosphorylation
NP11	0	8535	CBX4	go	BP	GO:0000122	negative regulation of transcription from RNA polymerase II promoter
NP11	0	8535	CBX4	go	BP	GO:0006351	transcription, DNA-templated
NP11	0	8535	CBX4	go	BP	GO:0016569	chromatin modification
NP11	0	8535	CBX4	go	BP	GO:0016925	protein sumoylation
NP11	0	8535	CBX4	go	BP	GO:0043066	negative regulation of apoptotic process
NP11	0	8535	CBX4	go	BP	GO:0045892	negative regulation of transcription, DNA-templated
